USAF,WBAN,STATION NAME,ST,CALL,ELEV(M),BEGIN,END,lon,lat
727466,4918,MDSON-LAC QUI PARLE CO,MN,KDXX,329.8,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-96.043,44.986
727466,99999,LAC QUI PARLE CO,MN,KDXX,330.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-96.178,44.986
727467,4926,FLAG ISLAND,MN,KFGN,329.2,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.903,49.318
727467,99999,FLAG ISLAND,MN,KFGN,329.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-94.9,49.317
727468,4928,BIGFORK MUNICIPAL AIRPO,MN,KFOZ,411.2,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.65,47.783
727468,99999,BIGFORK,MN,KFOZ,411.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-93.65,47.783
727469,94992,GRAND MARAIS,MN,KGNA,185.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.346,47.745
727469,99999,GRAND MARIAS,MN,KGNA,186.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-90.383,47.833
727473,94977,SCOTTS SPB,MN,KCDD,341.1,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-92.483,48.267
727473,99999,CRANE LAKE SEAPLANE,MN,KCDD,341.0,1991-01-08T00:00:00.000000000,1997-12-31T00:00:00.000000000,-92.483,48.267
727474,4923,EVELETH-VIRGINIA MUNI A,MN,KEVM,420.3,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-92.498,47.424
727474,99999,EVELETH VIRGINIA MUN,MN,KEVM,420.0,1992-08-04T00:00:00.000000000,1997-12-31T00:00:00.000000000,-92.498,47.425
727475,4940,MORA MUNICIPAL AIRPORT,MN,KJMR,308.5,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.272,45.886
727475,99999,MORA MUNI,MN,KJMR,308.0,1976-08-20T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.272,45.886
727477,4970,ROSEAU MUNI/RUDY BILLBE,MN,KROX,322.8,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.697,48.856
727477,99999,ROSEAU MUNI BILLBERG,MN,KROX,323.0,1990-09-24T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.7,48.85
727478,4934,HALLOCK MUNICIPAL AIRPO,MN,KHCO,249.6,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-96.943,48.753
727478,99999,HALLOCK MUNI,MN,KHCO,250.0,1992-08-07T00:00:00.000000000,1997-12-31T00:00:00.000000000,-96.95,48.75
727486,4983,WASKISH MUNICIPAL AIRPO,MN,KVWU,360.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.517,48.154
727486,99999,WASKISH MUNI AIRPT,MN,KVWU,360.0,2001-08-11T00:00:00.000000000,2005-12-31T00:00:00.000000000,-94.517,48.15
727497,4984,LONGVILLE MUNICIPAL ARP,MN,KXVG,406.6,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.204,46.99
727497,99999,LONGVILLE MUNI,MN,KXVG,407.0,2001-08-11T00:00:00.000000000,2005-12-31T00:00:00.000000000,-94.2,46.983
727500,99999,PEQUOT LAKE  MN,,,390.0,1976-09-01T00:00:00.000000000,2004-07-27T00:00:00.000000000,-94.317,46.6
727503,4909,CAMBRIDGE MUNICIPAL ARP,MN,KCBG,288.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.265,45.559
727503,99999,CAMBRIDGE MUNI,MN,KCBG,288.0,1992-08-07T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.267,45.55
727504,94999,ATKN MUNI-S KURTZ FLD A,MN,KAIT,367.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.677,46.548
727504,99999,AITKIN MUNI KURTZ FL,MN,KAIT,367.0,1992-08-07T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.683,46.55
727505,4929,FOSSTON MUNICIPAL AIRPO,MN,KFSE,389.2,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.775,47.593
727505,99999,FOSSTON MUNI,MN,KFSE,389.0,1992-08-07T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.767,47.6
727506,4952,WINDOM MUNICIPAL AIRPOR,MN,KMWM,429.8,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-95.109,43.913
727506,99999,WINDOM MUNI,MN,KMWM,430.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-95.117,43.917
727507,54904,BENSON MUNICIPAL AIRPOR,MN,KBBB,316.7,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.651,45.332
727507,99999,BENSON MUNI,MN,KBBB,317.0,1994-07-18T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.65,45.333
727508,54915,PINE RIVER REGIONAL AIR,MN,KPWC,394.7,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.382,46.725
727508,99999,PINE RIVER RGNL,MN,KPWC,395.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-94.383,46.717
727511,99999,WALDRON FLD NOLF,TX,KNWL,7.6,2018-08-21T00:00:00.000000000,2018-08-21T00:00:00.000000000,-97.312,27.635
727514,54910,STAPLES MUNICIPAL AIRPO,MN,KSAZ,392.3,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.806,46.381
727514,99999,STAPLES MUNI,MN,KSAZ,392.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-94.8,46.383
727515,4982,ORTHONVILLE MUNI-MARTIN,MN,KVVV,335.3,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-96.424,45.306
727515,99999,ORTONVILLE MUNI MART,MN,KVVV,335.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-96.417,45.3
727517,4932,GLENCOE MUNICIPAL AIRPO,MN,KGYL,302.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.081,44.756
727517,99999,GLENCOE MUNI,MN,KGYL,302.0,2001-08-11T00:00:00.000000000,2005-12-31T00:00:00.000000000,-94.083,44.75
727533,4922,WHEATON MUNICIPAL AIRPO,MN,KETH,312.4,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-96.545,45.78
727533,99999,WHEATON MUNI,MN,KETH,312.0,1992-08-07T00:00:00.000000000,1997-12-31T00:00:00.000000000,-96.544,45.78
727534,99999,LIDGERWOOD REMOTE AUTOM,,,351.0,1979-03-22T00:00:00.000000000,1997-12-31T00:00:00.000000000,-97.15,46.1
727550,14958,BEMIDJI-BELTRAMI CO ARP,MN,KBJI,424.3,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.933,47.5
727550,99999,BEMIDJI MUNICIPAL,MN,KBJI,420.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-94.933,47.5
727554,99999,GRAND MARAIS,MN,,185.0,1978-12-05T00:00:00.000000000,1997-12-31T00:00:00.000000000,-90.34,47.75
727555,94956,THIEF RIVER FALLS RGNL,MN,KTVF,339.9,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-96.183,48.067
727555,99999,THIEF RIVER FALLS RG,MN,KTVF,340.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-96.185,48.066
727556,4905,SILVER BAY MUNICIPAL AR,MN,KBFW,331.9,2006-01-01T00:00:00.000000000,2021-07-09T00:00:00.000000000,-91.416,47.249
727556,99999,SILVER BAY MUNI,MN,KBFW,332.0,1992-08-07T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.417,47.25
727560,99999,WARROAD  MN,,,328.0,1978-03-10T00:00:00.000000000,1993-09-09T00:00:00.000000000,-95.35,48.933
727564,99999,WARROAD INTL SWEDE CARL,MN,KRAD,336.0,1992-08-07T00:00:00.000000000,1995-11-15T00:00:00.000000000,-95.348,48.941
727566,4902,AUSTIN MUNICIPAL AIRPOR,MN,KAUM,375.8,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-92.933,43.665
727566,99999,AUSTIN MUNI,MN,KAUM,376.0,1992-08-07T00:00:00.000000000,1997-12-31T00:00:00.000000000,-92.933,43.667
727570,14916,GRAND FORKS INTERNATION,ND,KGFK,255.6,2010-08-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-97.183,47.943
727570,99999,GRAND FORKS INTL,ND,KGFK,257.0,1948-01-01T00:00:00.000000000,2010-07-31T00:00:00.000000000,-97.167,47.933
727572,99999,DEVILS LAKE(AWOS),ND,,443.0,1973-01-01T00:00:00.000000000,1990-01-09T00:00:00.000000000,-98.9,48.117
727573,94928,DEVILS LAKE MUNI AIRPOR,ND,KDVL,439.2,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-98.9,48.117
727573,99999,DEVILS LAKE MUNI,ND,KDVL,443.0,1990-01-11T00:00:00.000000000,1997-12-31T00:00:00.000000000,-98.909,48.114
727575,94925,GRAND FORKS AFB AIRPORT,ND,KRDR,278.3,1959-03-03T00:00:00.000000000,2025-05-27T00:00:00.000000000,-97.4,47.967
727575,99999,GRAND FORKS AFB,ND,KRDR,278.0,2000-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,-97.4,47.95
727580,99999,DEVILS LAKE,ND,,439.0,1977-08-27T00:00:00.000000000,1992-05-18T00:00:00.000000000,-98.87,48.1
727584,94038,HETTINGER MUNICIPAL ARP,ND,KHEI,823.2,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-102.652,46.011
727584,99999,HETTINGER MUNI,ND,KHEI,824.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-102.65,46.017
727650,99999,ROSEGLEN,ND,,624.0,1977-08-28T00:00:00.000000000,2004-09-07T00:00:00.000000000,-101.83,47.75
727675,94011,MINOT AFB AIRPORT,ND,KMIB,508.1,1959-10-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-101.35,48.417
727675,99999,MINOT AFB,ND,KMIB,508.0,2000-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,-101.35,48.417
727677,94041,GARRISON,ND,KN60,582.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-101.441,47.646
727677,99999,GARRISON,ND,KN60,582.0,1976-08-20T00:00:00.000000000,1997-12-31T00:00:00.000000000,-101.44,47.65
727687,94028,SIDNEY-RICHLAND MUNI AR,MT,KSDY,603.5,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-104.183,47.717
727687,99999,SIDNEY-RICHLAND MUNI,MT,KSDY,605.0,1973-01-04T00:00:00.000000000,1997-12-31T00:00:00.000000000,-104.193,47.707
742513,53937,EAKER FIELD AIRPORT,OK,KDUA,212.8,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-96.394,33.942
742513,99999,EAKER FLD,OK,KDUA,213.0,2002-04-30T00:00:00.000000000,2005-12-31T00:00:00.000000000,-96.395,33.942
743312,53925,J.L. HELMS SEVIER CO AR,AR,KDEQ,106.6,2004-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.402,34.048
743312,99999,J L HELMS SEVIER CO,AR,KDEQ,108.0,2002-04-30T00:00:00.000000000,2003-12-31T00:00:00.000000000,-94.399,34.047
744450,99999,NELIGH  NE.,NE,,524.0,2005-02-15T00:00:00.000000000,2005-11-28T00:00:00.000000000,-97.8,42.2
744663,53950,PITTSFIELD-PENSTON MUNI,IL,KPPQ,216.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.778,39.639
744663,99999,PITTSFIELD PENSTONE,IL,KPPQ,216.0,2002-06-03T00:00:00.000000000,2005-12-31T00:00:00.000000000,-90.783,39.633
744666,53944,JACKSONVILLE MUNICIPAL,IL,KIJX,190.2,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.238,39.78
744666,99999,JACKSONVILLE MUNI,IL,KIJX,190.0,2002-06-03T00:00:00.000000000,2005-12-31T00:00:00.000000000,-90.233,39.767
744667,99999,RAY S MILLER AAF / CAMP,MN,KRYM,350.5,2012-07-13T00:00:00.000000000,2025-05-25T00:00:00.000000000,-94.361,46.091
745310,93065,USAF ACADEMY AIRSTRIP A,CO,KAFF,2003.2,1967-11-27T00:00:00.000000000,2025-05-27T00:00:00.000000000,-104.817,38.967
745310,99999,AIR FORCE ACADEMY,CO,KAFF,1999.0,2000-01-03T00:00:00.000000000,2004-12-30T00:00:00.000000000,-104.817,38.967
745430,93978,PRATT INDUSTRIAL AIRPOR,KS,KPTT,595.0,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-98.747,37.702
745430,99999,PRATT MUNICIPAL,KS,KPTT,595.0,1943-08-01T00:00:00.000000000,2005-12-31T00:00:00.000000000,-98.75,37.7
745431,3998,TRI-CITY AIRPORT,KS,KPPF,263.9,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.504,37.328
745431,99999,TRI CITY,KS,KPPF,274.0,1996-10-20T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.5,37.333
746380,93064,MELROSE GUNNERY RAN,NM,K4MR,1326.0,1963-07-01T00:00:00.000000000,1973-06-29T00:00:00.000000000,-103.8,34.3
746380,99999,MELROSE GUNNERY RANGE,NM,K4MR,1326.0,2010-12-13T00:00:00.000000000,2025-05-25T00:00:00.000000000,-103.786,34.295
746410,13975,GAGE AIRPORT,OK,KGAG,665.9,2010-07-09T00:00:00.000000000,2025-05-28T00:00:00.000000000,-99.769,36.297
746410,99999,GAGE,OK,KGAG,669.0,1943-12-01T00:00:00.000000000,2010-07-08T00:00:00.000000000,-99.767,36.283
747300,99999,SANDERSON  TX.,,,865.0,1978-05-10T00:00:00.000000000,1997-12-31T00:00:00.000000000,-102.417,30.167
747335,3059,SONORA MUNICIPAL AIRPOR,TX,KSOA,652.3,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-100.649,30.586
747335,99999,SONORA MUNI,TX,KSOA,652.0,2004-08-24T00:00:00.000000000,2005-12-31T00:00:00.000000000,-100.65,30.583
747350,99999,JAYTON  TX.,TX,,707.0,2007-01-26T00:00:00.000000000,2007-01-26T00:00:00.000000000,-100.983,33.017
747355,53997,COMANCHE COUNTY-CITY AI,TX,KMKN,423.1,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-98.6,31.917
747355,99999,COMANCHE CO CITY,TX,KMKN,423.0,2004-11-23T00:00:00.000000000,2005-12-31T00:00:00.000000000,-98.6,31.917
747540,13934,ALEXANDRIA INT,LA,KAEX,27.0,1943-09-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-92.55,31.317
747540,93915,ALEXANDRIA INTL AIRPORT,LA,KAEX,25.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-92.558,31.335
747540,99999,ALEXANDRIA INT,LA,KAEX,27.0,2000-01-01T00:00:00.000000000,2005-12-31T00:00:00.000000000,-92.55,31.317
747550,99999,CLAIBORNE RANGE  LA. (A,LA,,67.0,1963-07-01T00:00:00.000000000,1991-03-15T00:00:00.000000000,-92.567,31.133
747994,99999,BUTTE LA ROSE,LA,KBCG,10.0,1985-07-01T00:00:00.000000000,1985-07-06T00:00:00.000000000,-91.55,30.117
762430,99999,PIEDRAS NEGRAS INTL,,MMPG,274.6,1973-01-03T00:00:00.000000000,2025-05-25T00:00:00.000000000,-100.535,28.627
762861,99999,NUEVO LAREDO,,,141.0,1973-01-01T00:00:00.000000000,1990-02-19T00:00:00.000000000,-99.567,27.433
762863,99999,QUETZALCOATL INTL,,MMNL,147.5,1990-03-14T00:00:00.000000000,2025-05-25T00:00:00.000000000,-99.57,27.444
762864,99999,NUEVO LAREDO INTL,,,148.0,1994-01-16T00:00:00.000000000,1994-08-24T00:00:00.000000000,-99.583,27.433
763420,99999,MONCLOVA INTL,,MMMV,568.1,1949-01-08T00:00:00.000000000,2025-05-25T00:00:00.000000000,-101.47,26.956
763490,99999,CAMARGO,,,68.0,1949-07-01T00:00:00.000000000,2021-08-23T00:00:00.000000000,-98.833,26.317
763501,99999,REYNOSA INTL,,,39.0,1973-01-01T00:00:00.000000000,1990-02-19T00:00:00.000000000,-98.233,26.017
763503,99999,GENERAL LUCIO BLANCO IN,,MMRX,42.4,1990-03-14T00:00:00.000000000,2025-05-25T00:00:00.000000000,-98.229,26.009
763504,99999,REYNOSA INTL ARPT,,,39.0,1994-01-08T00:00:00.000000000,1994-08-24T00:00:00.000000000,-98.25,26.017
763820,99999,TORREON INTL,,MMTC,1124.1,1949-01-01T00:00:00.000000000,2025-05-25T00:00:00.000000000,-103.411,25.568
763821,99999,TORREJON,,,1124.0,1994-01-08T00:00:00.000000000,1994-08-24T00:00:00.000000000,-103.467,25.533
763825,99999,TORREON AIRPORT   &,,,1150.0,1975-06-18T00:00:00.000000000,1991-03-20T00:00:00.000000000,-103.45,25.533
763900,99999,SALTILLO  COAH.,,,1790.0,1973-01-01T00:00:00.000000000,2025-05-25T00:00:00.000000000,-101.017,25.367
763930,99999,MONTERREY  N.L.,,,515.0,1973-01-01T00:00:00.000000000,2025-05-25T00:00:00.000000000,-100.3,25.733
763940,99999,DEL NORTE INTL,,MMAN,449.9,1973-01-01T00:00:00.000000000,2025-05-25T00:00:00.000000000,-100.237,25.866
763943,99999,GENERAL MARIANO ESCOBED,,MMMY,389.5,1990-06-01T00:00:00.000000000,2025-05-25T00:00:00.000000000,-100.107,25.778
763944,99999,MONTERREY/ESCOBEDO,,,387.0,1987-03-20T00:00:00.000000000,1994-06-30T00:00:00.000000000,-100.1,25.767
763991,99999,MATAMOROS INTL,,,7.0,1973-01-01T00:00:00.000000000,1990-02-19T00:00:00.000000000,-97.533,25.767
763993,99999,GENERAL SERVANDO CANALE,,MMMA,7.6,1990-03-14T00:00:00.000000000,2025-05-25T00:00:00.000000000,-97.525,25.77
763994,99999,MATAMOROS INTL,,,8.0,1994-01-08T00:00:00.000000000,1994-08-24T00:00:00.000000000,-97.55,25.767
990179,99999,NORTH MID GULF 110NM SO,,,0.0,2004-09-07T00:00:00.000000000,2004-12-31T00:00:00.000000000,-90.46,27.5
992250,99999,DATA BUOY 42011,,,3.0,1982-07-01T00:00:00.000000000,2001-12-02T00:00:00.000000000,-93.5,29.6
992320,99999,ENVIRONM BUOY 42008,,,10.0,1982-02-08T00:00:00.000000000,1995-04-04T00:00:00.000000000,-95.3,28.7
992710,99999,W GULF 240 NM SOUTH-SOU,,,0.0,1977-10-02T00:00:00.000000000,1997-12-31T00:00:00.000000000,-94.42,25.17
994037,99999,PHILLIPS OILPLATFOR,TX,,10.0,2005-04-19T00:00:00.000000000,2010-05-21T00:00:00.000000000,-94.683,26.95
994110,99999,PORT ARANSAS  TX,,,6.0,1985-05-01T00:00:00.000000000,2025-05-25T00:00:00.000000000,-97.051,27.826
994190,99999,DEVILS ISLAND  WI,,,211.0,1985-05-01T00:00:00.000000000,2025-05-25T00:00:00.000000000,-90.728,47.079
994260,99999,SABINE  TX,,,0.9,1985-05-01T00:00:00.000000000,2024-06-07T00:00:00.000000000,-94.05,29.67
994470,99999,GARDEN BANKS,,,10.0,1990-01-12T00:00:00.000000000,1992-07-20T00:00:00.000000000,-93.1,27.8
994510,99999,SABINE,TX,,5.0,1990-09-13T00:00:00.000000000,2002-02-19T00:00:00.000000000,-94.05,29.667
994710,99999,068: BAFFIN BAY; POINT,TX,,4.0,2004-06-08T00:00:00.000000000,2025-05-25T00:00:00.000000000,-97.42,27.3
994730,99999,GALVESTON PLEASURE PIER,TX,,0.0,2004-06-08T00:00:00.000000000,2004-12-14T00:00:00.000000000,-94.79,29.29
994760,99999,WESTERN LAKE PONCHARTRA,LA,,0.0,2004-06-08T00:00:00.000000000,2008-12-28T00:00:00.000000000,-90.28,30.31
994780,99999,LUMCON MARINE CENTER  L,LA,,0.0,2004-06-08T00:00:00.000000000,2021-08-03T00:00:00.000000000,-90.66,29.25
994790,99999,MATAGORDA BAY; PORT O'C,TX,,9.0,2004-06-08T00:00:00.000000000,2025-05-25T00:00:00.000000000,-96.4,28.45
994800,99999,RINCON DEL SAN JOSE; PO,TX,,0.0,2004-06-08T00:00:00.000000000,2025-05-25T00:00:00.000000000,-97.47,26.8
994840,99999,TAMBOUR BAY  LA,,,0.0,2004-06-08T00:00:00.000000000,2008-08-19T00:00:00.000000000,-90.67,29.19
996180,99999,FREEPORT  TX. 60 NM SOU,,,0.0,1991-05-15T00:00:00.000000000,2008-12-31T00:00:00.000000000,-95.36,27.91
996190,99999,CORPUS CHRISTI  TX. 50N,,,0.0,1992-04-16T00:00:00.000000000,1997-12-31T00:00:00.000000000,-96.7,26.95
996970,99999,GALVESTON  22NM EAST OF,,,0.0,2001-11-29T00:00:00.000000000,2008-12-31T00:00:00.000000000,-94.41,29.25
997214,99999,PI-745 TABS K,,,3.0,2004-09-07T00:00:00.000000000,2008-12-31T00:00:00.000000000,-96.31,26.13
997235,99999,ISLE DERNIERES  LA / CS,,,0.0,2004-09-21T00:00:00.000000000,2008-12-31T00:00:00.000000000,-90.53,29.05
997236,99999,MARSH ISLAND  LA / CSI0,,,12.0,2004-09-22T00:00:00.000000000,2020-04-13T00:00:00.000000000,-92.061,29.441
997238,99999,SALT POINT  LA  / CSI14,,,0.0,2004-09-21T00:00:00.000000000,2004-12-31T00:00:00.000000000,-91.55,29.52
997239,99999,SOUTH TIMBALIER BLOCK 5,,,0.0,2004-09-21T00:00:00.000000000,2020-04-13T00:00:00.000000000,-90.48,28.87
997259,99999,9099090 - GRAND MARAIS,,,186.2,2004-11-22T00:00:00.000000000,2025-05-25T00:00:00.000000000,-90.34,47.75
997291,99999,FOREST OIL HIGH ISLA,LA,,34.0,2008-01-01T00:00:00.000000000,2010-12-17T00:00:00.000000000,-93.67,28.12
997337,99999,CALCASIEU PASS,,,11.0,2008-01-01T00:00:00.000000000,2025-05-25T00:00:00.000000000,-93.343,29.768
997360,99999,BAYOU GAUCHE,LA,,10.0,2008-01-01T00:00:00.000000000,2025-05-25T00:00:00.000000000,-90.42,29.77
997361,99999,EAGLE POINT,TX,,10.0,2008-01-01T00:00:00.000000000,2025-05-25T00:00:00.000000000,-94.92,29.48
997363,99999,GALVESTON PLEASURE,TX,,17.0,2008-01-01T00:00:00.000000000,2011-07-20T00:00:00.000000000,-94.78,29.28
997364,99999,GALVESTON PIER 21,TX,,0.0,2008-01-01T00:00:00.000000000,2025-05-25T00:00:00.000000000,-94.78,29.3
997365,99999,BAYOU LABRANCH,LA,,10.0,2008-01-01T00:00:00.000000000,2011-12-31T00:00:00.000000000,-90.37,30.05
997366,99999,MALAQUITE BEACH,TX,,10.0,2008-01-01T00:00:00.000000000,2021-12-22T00:00:00.000000000,-97.22,27.58
997368,99999,SABINE PASS NORTH,TX,,3.0,2008-01-01T00:00:00.000000000,2020-09-30T00:00:00.000000000,-93.87,29.73
997369,99999,PORT ISABEL,,,4.0,2008-01-01T00:00:00.000000000,2025-05-25T00:00:00.000000000,-97.215,26.061
997370,99999,MORGANS POINT,TX,,10.0,2008-01-01T00:00:00.000000000,2025-05-25T00:00:00.000000000,-94.98,29.68
997729,99999,GALVESTON BAY N JETY,TX,,3.0,2008-01-01T00:00:00.000000000,2025-05-25T00:00:00.000000000,-94.72,29.35
997737,99999,SILVER BAY,,,197.0,2008-01-02T00:00:00.000000000,2025-05-25T00:00:00.000000000,-91.27,47.278
997738,99999,SAXON HARBOR,WI,,186.0,2008-01-02T00:00:00.000000000,2025-01-03T00:00:00.000000000,-90.43,46.57
997803,99999,PORT WING,MI,,186.0,2008-01-01T00:00:00.000000000,2025-05-25T00:00:00.000000000,-91.383,46.783
997848,99999,GARDEN BANKS 426 - AUGE,LA,KAGI,39.0,2008-07-24T00:00:00.000000000,2025-05-17T00:00:00.000000000,-92.49,27.55
998165,99999,MISSION ARANASAS RESERV,TX,,5.0,2008-01-01T00:00:00.000000000,2023-03-25T00:00:00.000000000,-97.033,28.133
998174,99999,PORT INGLESIDE,TX,,10.0,2008-01-15T00:00:00.000000000,2014-08-12T00:00:00.000000000,-97.2,27.817
998181,99999,CLEAR LAKE,TX,,10.0,2008-01-15T00:00:00.000000000,2008-09-13T00:00:00.000000000,-95.067,29.55
998182,99999,ROLLOVER PASS,TX,,10.0,2008-01-15T00:00:00.000000000,2025-05-25T00:00:00.000000000,-94.5,29.517
998183,99999,SOUTH BIRD ISLAND,,,4.0,2008-01-15T00:00:00.000000000,2025-05-25T00:00:00.000000000,-97.322,27.48
998184,99999,PORT ARANSAS,TX,,10.0,2010-01-01T00:00:00.000000000,2025-05-25T00:00:00.000000000,-97.067,27.833
998185,99999,SEADRIFT,TX,,10.0,2008-01-15T00:00:00.000000000,2025-05-25T00:00:00.000000000,-96.717,28.4
998189,99999,USGC FREEPORT,TX,,4.0,2008-07-21T00:00:00.000000000,2020-05-21T00:00:00.000000000,-95.3,28.933
998194,99999,NEW CANAL,LA,,4.0,2008-07-21T00:00:00.000000000,2025-05-25T00:00:00.000000000,-90.117,30.017
998217,99999,AMERADA PASS,LA,,5.0,2008-10-22T00:00:00.000000000,2025-05-25T00:00:00.000000000,-91.333,29.45
998225,99999,PORT ARTHUR,TX,,11.0,2008-10-22T00:00:00.000000000,2025-05-25T00:00:00.000000000,-93.933,29.867
998226,99999,ROCKPORT,TX,,4.0,2008-10-22T00:00:00.000000000,2025-05-25T00:00:00.000000000,-97.05,28.017
998236,99999,PACKERY CHANNEL,TX,,11.0,2008-11-14T00:00:00.000000000,2025-05-25T00:00:00.000000000,-97.233,27.633
998264,99999,LAKE CHARLES,LA,,8.1,2010-01-01T00:00:00.000000000,2025-05-25T00:00:00.000000000,-93.217,30.217
998282,99999,FRESH WATER CANAL LOCKS,LA,,10.0,2010-01-01T00:00:00.000000000,2025-05-25T00:00:00.000000000,-92.3,29.55
998438,99999,TESORO MARINE TERMINAL,,,9.0,2011-03-22T00:00:00.000000000,2025-05-25T00:00:00.000000000,-91.237,29.668
998473,99999,LOUISIANA OFFSHORE OIL,LA,,40.5,2011-08-31T00:00:00.000000000,2025-05-25T00:00:00.000000000,-90.024,28.885
998481,99999,MANCHESTER,TX,,10.0,2011-10-06T00:00:00.000000000,2025-05-25T00:00:00.000000000,-95.266,29.726
998482,99999,TEXAS STATE AQUARIUM,TX,,8.0,2011-10-06T00:00:00.000000000,2025-05-25T00:00:00.000000000,-97.39,27.812
998483,99999,S PADRE ISLAND CGS,TX,,10.0,2011-10-06T00:00:00.000000000,2025-05-25T00:00:00.000000000,-97.177,26.077
998484,99999,COPANO BAY,TX,,10.0,2011-10-06T00:00:00.000000000,2017-10-06T00:00:00.000000000,-97.022,28.118
998487,99999,PORT LAVACA,TX,,10.0,2011-10-06T00:00:00.000000000,2025-05-25T00:00:00.000000000,-96.595,28.64
998490,99999,TEXAS POINT,TX,,11.4,2012-01-14T00:00:00.000000000,2025-05-25T00:00:00.000000000,-93.842,29.689
